Time (h)	Temperature (K)	Fission rate (fiss/m3-s)	Hydrostatic stress (MPa)	Grain radius (m)	Gas produced (at/m3)	Gas in grains (at/m3)	Gas in intra-granular solution (at/m3)	Gas in intra-granular bubbles (at/m3)	Gas at grain boundaries (at/m3)	Gas released (at/m3)	Intra-granular bubble density (bubble/m3)	Intra-granular bubble radius (m)	Intra-granular gas swelling (/)	Inter-granular bubble concentration (bubble/m2)	Inter-granular atoms per bubble (at/bubble)	Inter-granular vacancies per bubble (vac/bubble)	Inter-granular bubble radius (m)	Inter-granular bubble area (m2)	Inter-granular bubble volume (m3)	Inter-granular fractional coverage (/)	Inter-granular saturation fractional coverage (/)	Inter-granular gas swelling (/)	Inter-granular fractional intactness (/)	Burnup (GWd/tUO2)	Effective burnup (GWd/tUO2)
5004.08	1296	1e+019	0	1.17363e-005	5.40441e+025	4.10137e+025	3.27701e+025	8.24359e+024	3.06452e+024	9.96586e+024	5.41963e+023	5.45008e-010	0.000367508	1.99051e+011	6.02293e+007	1.6099e+010	9.79424e-007	1.76848e-012	6.63569e-019	0.352018	0.352018	0.0337629	0.921786	5.93009	0.00404398
5004.09	1295.5	1e+019	0	1.17363e-005	5.40442e+025	4.10138e+025	3.27922e+025	8.22159e+024	3.06352e+024	9.96688e+024	5.42391e+023	5.44379e-010	0.000366527	1.99038e+011	6.02137e+007	1.60974e+010	9.79391e-007	1.76836e-012	6.63502e-019	0.351971	0.351971	0.0337573	0.921655	5.9301	0.00404398
5004.1	1295	1e+019	0	1.17363e-005	5.40443e+025	4.10139e+025	3.28142e+025	8.19963e+024	3.06252e+024	9.96789e+024	5.4282e+023	5.43751e-010	0.000365548	1.99025e+011	6.0198e+007	1.60958e+010	9.79358e-007	1.76824e-012	6.63435e-019	0.351924	0.351924	0.0337517	0.921524	5.93011	0.00404398
5004.11	1294.5	1e+019	0	1.17363e-005	5.40444e+025	4.1014e+025	3.28363e+025	8.1777e+024	3.06153e+024	9.9689e+024	5.4325e+023	5.43122e-010	0.00036457	1.99012e+011	6.01824e+007	1.60942e+010	9.79325e-007	1.76812e-012	6.63368e-019	0.351877	0.351877	0.0337461	0.921394	5.93012	0.00404398
5004.12	1294	1e+019	0	1.17363e-005	5.40445e+025	4.10141e+025	3.28582e+025	8.1558e+024	3.06053e+024	9.96991e+024	5.4368e+023	5.42494e-010	0.000363594	1.98999e+011	6.01668e+007	1.60926e+010	9.79292e-007	1.768e-012	6.63301e-019	0.35183	0.35183	0.0337405	0.921263	5.93013	0.00404398
5004.13	1293.5	1e+019	0	1.17363e-005	5.40446e+025	4.10141e+025	3.28802e+025	8.13394e+024	3.05954e+024	9.97092e+024	5.4411e+023	5.41866e-010	0.000362619	1.98986e+011	6.01512e+007	1.6091e+010	9.79259e-007	1.76788e-012	6.63234e-019	0.351784	0.351784	0.0337349	0.921133	5.93014	0.00404398
5004.14	1293	1e+019	0	1.17363e-005	5.40447e+025	4.10142e+025	3.29021e+025	8.11212e+024	3.05855e+024	9.97192e+024	5.4454e+023	5.41238e-010	0.000361646	1.98973e+011	6.01357e+007	1.60894e+010	9.79226e-007	1.76776e-012	6.63167e-019	0.351737	0.351737	0.0337293	0.921003	5.93016	0.00404398
5004.15	1292.5	1e+019	0	1.17363e-005	5.40448e+025	4.10143e+025	3.2924e+025	8.09032e+024	3.05756e+024	9.97293e+024	5.44971e+023	5.4061e-010	0.000360675	1.9896e+011	6.01202e+007	1.60878e+010	9.79194e-007	1.76764e-012	6.63101e-019	0.351691	0.351691	0.0337237	0.920873	5.93017	0.00404398
5004.16	1292	1e+019	0	1.17363e-005	5.40449e+025	4.10144e+025	3.29459e+025	8.06856e+024	3.05658e+024	9.97393e+024	5.45403e+023	5.39983e-010	0.000359705	1.98947e+011	6.01047e+007	1.60862e+010	9.79161e-007	1.76753e-012	6.63035e-019	0.351645	0.351645	0.0337181	0.920743	5.93018	0.00404398
5004.17	1291.5	1e+019	0	1.17363e-005	5.4045e+025	4.10145e+025	3.29677e+025	8.04684e+024	3.05559e+024	9.97492e+024	5.45835e+023	5.39355e-010	0.000358736	1.98934e+011	6.00892e+007	1.60846e+010	9.79128e-007	1.76741e-012	6.62968e-019	0.351598	0.351598	0.0337126	0.920614	5.93019	0.00404398
5004.18	1291	1e+019	0	1.17363e-005	5.40451e+025	4.10146e+025	3.29895e+025	8.02515e+024	3.05461e+024	9.97592e+024	5.46267e+023	5.38728e-010	0.000357769	1.98921e+011	6.00738e+007	1.6083e+010	9.79096e-007	1.76729e-012	6.62902e-019	0.351552	0.351552	0.033707	0.920484	5.9302	0.00404398
5004.19	1290.5	1e+019	0	1.17363e-005	5.40453e+025	4.10147e+025	3.30112e+025	8.00349e+024	3.05363e+024	9.97692e+024	5.467e+023	5.38101e-010	0.000356804	1.98909e+011	6.00584e+007	1.60814e+010	9.79063e-007	1.76717e-012	6.62836e-019	0.351506	0.351506	0.0337015	0.920355	5.93022	0.00404398
5004.2	1290	1e+019	0	1.17363e-005	5.40454e+025	4.10148e+025	3.30329e+025	7.98186e+024	3.05265e+024	9.97791e+024	5.47133e+023	5.37474e-010	0.00035584	1.98896e+011	6.0043e+007	1.60799e+010	9.79031e-007	1.76706e-012	6.6277e-019	0.35146	0.35146	0.033696	0.920227	5.93023	0.00404398
5004.21	1289.5	1e+019	0	1.17363e-005	5.40455e+025	4.10149e+025	3.30546e+025	7.96028e+024	3.05168e+024	9.9789e+024	5.47566e+023	5.36847e-010	0.000354877	1.98883e+011	6.00277e+007	1.60783e+010	9.78998e-007	1.76694e-012	6.62704e-019	0.351414	0.351414	0.0336904	0.920098	5.93024	0.00404398
5004.22	1289	1e+019	0	1.17363e-005	5.40456e+025	4.1015e+025	3.30763e+025	7.93872e+024	3.0507e+024	9.97989e+024	5.48e+023	5.36221e-010	0.000353916	1.9887e+011	6.00124e+007	1.60767e+010	9.78966e-007	1.76682e-012	6.62639e-019	0.351368	0.351368	0.0336849	0.91997	5.93025	0.00404398
5004.23	1288.5	1e+019	0	1.17363e-005	5.40457e+025	4.10151e+025	3.30979e+025	7.9172e+024	3.04973e+024	9.98088e+024	5.48434e+023	5.35594e-010	0.000352957	1.98857e+011	5.99971e+007	1.60751e+010	9.78934e-007	1.76671e-012	6.62573e-019	0.351323	0.351323	0.0336794	0.919842	5.93026	0.00404398
5004.24	1288	1e+019	0	1.17363e-005	5.40458e+025	4.10152e+025	3.31195e+025	7.89571e+024	3.04876e+024	9.98186e+024	5.48869e+023	5.34968e-010	0.000351999	1.98845e+011	5.99819e+007	1.60736e+010	9.78902e-007	1.76659e-012	6.62508e-019	0.351277	0.351277	0.0336739	0.919714	5.93028	0.00404398
5004.25	1287.5	1e+019	0	1.17363e-005	5.40459e+025	4.10153e+025	3.3141e+025	7.87426e+024	3.04779e+024	9.98284e+024	5.49304e+023	5.34342e-010	0.000351042	1.98832e+011	5.99667e+007	1.6072e+010	9.78869e-007	1.76647e-012	6.62442e-019	0.351231	0.351231	0.0336685	0.919586	5.93029	0.00404398
5004.26	1287	1e+019	0	1.17363e-005	5.4046e+025	4.10154e+025	3.31625e+025	7.85284e+024	3.04682e+024	9.98383e+024	5.4974e+023	5.33716e-010	0.000350088	1.98819e+011	5.99515e+007	1.60704e+010	9.78837e-007	1.76636e-012	6.62377e-019	0.351186	0.351186	0.033663	0.919458	5.9303	0.00404398
5004.27	1286.5	1e+019	0	1.17363e-005	5.40461e+025	4.10155e+025	3.3184e+025	7.83146e+024	3.04586e+024	9.98481e+024	5.50176e+023	5.3309e-010	0.000349134	1.98806e+011	5.99363e+007	1.60689e+010	9.78805e-007	1.76624e-012	6.62312e-019	0.35114	0.35114	0.0336575	0.919331	5.93031	0.00404398
5004.28	1286	1e+019	0	1.17363e-005	5.40462e+025	4.10155e+025	3.32054e+025	7.81011e+024	3.0449e+024	9.98578e+024	5.50612e+023	5.32465e-010	0.000348182	1.98794e+011	5.99212e+007	1.60673e+010	9.78773e-007	1.76613e-012	6.62247e-019	0.351095	0.351095	0.0336521	0.919204	5.93032	0.00404398
5004.29	1285.5	1e+019	0	1.17363e-005	5.40463e+025	4.10156e+025	3.32268e+025	7.78879e+024	3.04393e+024	9.98676e+024	5.51049e+023	5.31839e-010	0.000347232	1.98781e+011	5.99061e+007	1.60658e+010	9.78741e-007	1.76601e-012	6.62182e-019	0.35105	0.35105	0.0336466	0.919077	5.93033	0.00404398
5004.3	1285	1e+019	0	1.17363e-005	5.40464e+025	4.10157e+025	3.32482e+025	7.76751e+024	3.04297e+024	9.98773e+024	5.51486e+023	5.31214e-010	0.000346283	1.98768e+011	5.9891e+007	1.60642e+010	9.78709e-007	1.7659e-012	6.62117e-019	0.351004	0.351004	0.0336412	0.918951	5.93035	0.00404398
5004.31	1284.5	1e+019	0	1.17363e-005	5.40465e+025	4.10158e+025	3.32696e+025	7.74626e+024	3.04202e+024	9.9887e+024	5.51923e+023	5.30589e-010	0.000345336	1.98756e+011	5.98759e+007	1.60627e+010	9.78677e-007	1.76578e-012	6.62053e-019	0.350959	0.350959	0.0336358	0.918824	5.93036	0.00404398
5004.32	1284	1e+019	0	1.17363e-005	5.40467e+025	4.10159e+025	3.32909e+025	7.72505e+024	3.04106e+024	9.98967e+024	5.52361e+023	5.29964e-010	0.000344391	1.98743e+011	5.98609e+007	1.60611e+010	9.78645e-007	1.76567e-012	6.61988e-019	0.350914	0.350914	0.0336304	0.918698	5.93037	0.00404398
5004.33	1283.5	1e+019	0	1.17363e-005	5.40468e+025	4.1016e+025	3.33121e+025	7.70387e+024	3.04011e+024	9.99064e+024	5.528e+023	5.29339e-010	0.000343446	1.98731e+011	5.98459e+007	1.60596e+010	9.78614e-007	1.76555e-012	6.61924e-019	0.350869	0.350869	0.033625	0.918572	5.93038	0.00404398
5004.34	1283	1e+019	0	1.17363e-005	5.40469e+025	4.10161e+025	3.33334e+025	7.68273e+024	3.03916e+024	9.99161e+024	5.53239e+023	5.28715e-010	0.000342504	1.98718e+011	5.9831e+007	1.6058e+010	9.78582e-007	1.76544e-012	6.61859e-019	0.350824	0.350824	0.0336196	0.918446	5.93039	0.00404398
5004.35	1282.5	1e+019	0	1.17363e-005	5.4047e+025	4.10162e+025	3.33546e+025	7.66162e+024	3.0382e+024	9.99257e+024	5.53678e+023	5.2809e-010	0.000341563	1.98706e+011	5.9816e+007	1.60565e+010	9.7855e-007	1.76532e-012	6.61795e-019	0.350779	0.350779	0.0336142	0.918321	5.93041	0.00404398
5004.36	1282	1e+019	0	1.17363e-005	5.40471e+025	4.10163e+025	3.33758e+025	7.64055e+024	3.03726e+024	9.99353e+024	5.54117e+023	5.27466e-010	0.000340623	1.98693e+011	5.98011e+007	1.6055e+010	9.78519e-007	1.76521e-012	6.61731e-019	0.350735	0.350735	0.0336088	0.918195	5.93042	0.00404398
5004.37	1281.5	1e+019	0	1.17363e-005	5.40472e+025	4.10164e+025	3.33969e+025	7.61951e+024	3.03631e+024	9.9945e+024	5.54558e+023	5.26842e-010	0.000339685	1.98681e+011	5.97862e+007	1.60534e+010	9.78487e-007	1.7651e-012	6.61667e-019	0.35069	0.35069	0.0336035	0.91807	5.93043	0.00404398
5004.38	1281	1e+019	0	1.17363e-005	5.40473e+025	4.10165e+025	3.3418e+025	7.5985e+024	3.03537e+024	9.99545e+024	5.54998e+023	5.26218e-010	0.000338749	1.98668e+011	5.97714e+007	1.60519e+010	9.78456e-007	1.76498e-012	6.61603e-019	0.350645	0.350645	0.0335981	0.917945	5.93044	0.00404398
5004.39	1280.5	1e+019	0	1.17363e-005	5.40474e+025	4.10166e+025	3.34391e+025	7.57753e+024	3.03442e+024	9.99641e+024	5.55439e+023	5.25595e-010	0.000337814	1.98656e+011	5.97566e+007	1.60504e+010	9.78424e-007	1.76487e-012	6.61539e-019	0.350601	0.350601	0.0335928	0.91782	5.93045	0.00404398
5004.4	1280	1e+019	0	1.17363e-005	5.40475e+025	4.10167e+025	3.34601e+025	7.55659e+024	3.03348e+024	9.99737e+024	5.5588e+023	5.24971e-010	0.00033688	1.98643e+011	5.97418e+007	1.60488e+010	9.78393e-007	1.76475e-012	6.61475e-019	0.350557	0.350557	0.0335875	0.917696	5.93046	0.00404398
5004.41	1279.5	1e+019	0	1.17363e-005	5.40476e+025	4.10168e+025	3.34811e+025	7.53569e+024	3.03254e+024	9.99832e+024	5.56322e+023	5.24348e-010	0.000335949	1.98631e+011	5.9727e+007	1.60473e+010	9.78361e-007	1.76464e-012	6.61412e-019	0.350512	0.350512	0.0335821	0.917572	5.93048	0.00404398
5004.42	1279	1e+019	0	1.17363e-005	5.40477e+025	4.10169e+025	3.3502e+025	7.51482e+024	3.0316e+024	9.99927e+024	5.56764e+023	5.23725e-010	0.000335018	1.98618e+011	5.97122e+007	1.60458e+010	9.7833e-007	1.76453e-012	6.61348e-019	0.350468	0.350468	0.0335768	0.917447	5.93049	0.00404398
5004.43	1278.5	1e+019	0	1.17363e-005	5.40478e+025	4.1017e+025	3.3523e+025	7.49399e+024	3.03067e+024	1.00002e+025	5.57206e+023	5.23102e-010	0.000334089	1.98606e+011	5.96975e+007	1.60443e+010	9.78299e-007	1.76442e-012	6.61285e-019	0.350424	0.350424	0.0335715	0.917324	5.9305	0.00404398
5004.44	1278	1e+019	0	1.17363e-005	5.4048e+025	4.10171e+025	3.35439e+025	7.47319e+024	3.02974e+024	1.00012e+025	5.57649e+023	5.22479e-010	0.000333162	1.98594e+011	5.96828e+007	1.60428e+010	9.78268e-007	1.7643e-012	6.61222e-019	0.35038	0.35038	0.0335662	0.9172	5.93051	0.00404398
5004.45	1277.5	1e+019	0	1.17363e-005	5.40481e+025	4.10171e+025	3.35647e+025	7.45242e+024	3.0288e+024	1.00021e+025	5.58093e+023	5.21856e-010	0.000332236	1.98581e+011	5.96682e+007	1.60412e+010	9.78237e-007	1.76419e-012	6.61159e-019	0.350336	0.350336	0.0335609	0.917076	5.93052	0.00404398
5004.46	1277	1e+019	0	1.17363e-005	5.40482e+025	4.10172e+025	3.35855e+025	7.43169e+024	3.02787e+024	1.00031e+025	5.58536e+023	5.21234e-010	0.000331312	1.98569e+011	5.96536e+007	1.60397e+010	9.78206e-007	1.76408e-012	6.61096e-019	0.350292	0.350292	0.0335556	0.916953	5.93054	0.00404398
5004.47	1276.5	1e+019	0	1.17363e-005	5.40483e+025	4.10173e+025	3.36063e+025	7.411e+024	3.02695e+024	1.0004e+025	5.58981e+023	5.20611e-010	0.00033039	1.98557e+011	5.9639e+007	1.60382e+010	9.78174e-007	1.76397e-012	6.61033e-019	0.350248	0.350248	0.0335504	0.91683	5.93055	0.00404398
5004.48	1276	1e+019	0	1.17363e-005	5.40484e+025	4.10174e+025	3.36271e+025	7.39034e+024	3.02602e+024	1.00049e+025	5.59425e+023	5.19989e-010	0.000329469	1.98545e+011	5.96244e+007	1.60367e+010	9.78143e-007	1.76386e-012	6.6097e-019	0.350204	0.350204	0.0335451	0.916707	5.93056	0.00404398
5004.49	1275.5	1e+019	0	1.17363e-005	5.40485e+025	4.10175e+025	3.36478e+025	7.36971e+024	3.02509e+024	1.00059e+025	5.5987e+023	5.19368e-010	0.000328549	1.98532e+011	5.96098e+007	1.60352e+010	9.78113e-007	1.76374e-012	6.60907e-019	0.35016	0.35016	0.0335399	0.916584	5.93057	0.00404398
5004.5	1275	1e+019	0	1.17363e-005	5.40486e+025	4.10176e+025	3.36685e+025	7.34912e+024	3.02417e+024	1.00068e+025	5.60315e+023	5.18746e-010	0.000327631	1.9852e+011	5.95953e+007	1.60337e+010	9.78082e-007	1.76363e-012	6.60844e-019	0.350116	0.350116	0.0335346	0.916462	5.93058	0.00404398
5004.51	1274.5	1e+019	0	1.17363e-005	5.40487e+025	4.10177e+025	3.36891e+025	7.32857e+024	3.02325e+024	1.00077e+025	5.60761e+023	5.18124e-010	0.000326715	1.98508e+011	5.95808e+007	1.60322e+010	9.78051e-007	1.76352e-012	6.60782e-019	0.350073	0.350073	0.0335294	0.91634	5.9306	0.00404398
5004.52	1274	1e+019	0	1.17363e-005	5.40488e+025	4.10178e+025	3.37098e+025	7.30804e+024	3.02233e+024	1.00087e+025	5.61207e+023	5.17503e-010	0.0003258	1.98496e+011	5.95663e+007	1.60307e+010	9.7802e-007	1.76341e-012	6.6072e-019	0.350029	0.350029	0.0335242	0.916218	5.93061	0.00404398
5004.53	1273.5	1e+019	0	1.17363e-005	5.40489e+025	4.10179e+025	3.37303e+025	7.28756e+024	3.02141e+024	1.00096e+025	5.61654e+023	5.16882e-010	0.000324887	1.98484e+011	5.95519e+007	1.60292e+010	9.77989e-007	1.7633e-012	6.60657e-019	0.349986	0.349986	0.033519	0.916096	5.93062	0.00404398
5004.54	1273	1e+019	0	1.17363e-005	5.4049e+025	4.1018e+025	3.37509e+025	7.2671e+024	3.0205e+024	1.00105e+025	5.62101e+023	5.16261e-010	0.000323975	1.98471e+011	5.95375e+007	1.60277e+010	9.77959e-007	1.76319e-012	6.60595e-019	0.349943	0.349943	0.0335138	0.915974	5.93063	0.00404398
5004.55	1272.5	1e+019	0	1.17363e-005	5.40491e+025	4.10181e+025	3.37714e+025	7.24669e+024	3.01958e+024	1.00115e+025	5.62548e+023	5.1564e-010	0.000323065	1.98459e+011	5.95231e+007	1.60262e+010	9.77928e-007	1.76308e-012	6.60533e-019	0.349899	0.349899	0.0335086	0.915853	5.93064	0.00405583
5004.56	1272	1e+019	0	1.17363e-005	5.40492e+025	4.10182e+025	3.37919e+025	7.2263e+024	3.01867e+024	1.00124e+025	5.62996e+023	5.1502e-010	0.000322156	1.98447e+011	5.95087e+007	1.60248e+010	9.77897e-007	1.76297e-012	6.60471e-019	0.349856	0.349856	0.0335034	0.915732	5.93065	0.00406768
5004.57	1271.5	1e+019	0	1.17363e-005	5.40494e+025	4.10183e+025	3.38123e+025	7.20596e+024	3.01776e+024	1.00133e+025	5.63444e+023	5.144e-010	0.000321249	1.98435e+011	5.94944e+007	1.60233e+010	9.77867e-007	1.76286e-012	6.60409e-019	0.349813	0.349813	0.0334982	0.915611	5.93067	0.00407954
5004.58	1271	1e+019	0	1.17363e-005	5.40495e+025	4.10184e+025	3.38327e+025	7.18564e+024	3.01685e+024	1.00142e+025	5.63893e+023	5.13779e-010	0.000320343	1.98423e+011	5.94801e+007	1.60218e+010	9.77836e-007	1.76275e-012	6.60347e-019	0.34977	0.34977	0.033493	0.91549	5.93068	0.00409139
5004.59	1270.5	1e+019	0	1.17363e-005	5.40496e+025	4.10185e+025	3.38531e+025	7.16537e+024	3.01594e+024	1.00152e+025	5.64342e+023	5.1316e-010	0.000319439	1.98411e+011	5.94658e+007	1.60203e+010	9.77806e-007	1.76264e-012	6.60286e-019	0.349727	0.349727	0.0334879	0.915369	5.93069	0.00410324
5004.6	1270	1e+019	0	1.17363e-005	5.40497e+025	4.10186e+025	3.38734e+025	7.14512e+024	3.01504e+024	1.00161e+025	5.64791e+023	5.1254e-010	0.000318537	1.98399e+011	5.94516e+007	1.60188e+010	9.77776e-007	1.76253e-012	6.60224e-019	0.349684	0.349684	0.0334827	0.915249	5.9307	0.00411509
5004.61	1269.5	1e+019	0	1.17363e-005	5.40498e+025	4.10187e+025	3.38937e+025	7.12492e+024	3.01413e+024	1.0017e+025	5.65241e+023	5.1192e-010	0.000317636	1.98387e+011	5.94373e+007	1.60174e+010	9.77745e-007	1.76242e-012	6.60163e-019	0.349641	0.349641	0.0334776	0.915128	5.93071	0.00412694
5004.62	1269	1e+019	0	1.17363e-005	5.40499e+025	4.10188e+025	3.3914e+025	7.10474e+024	3.01323e+024	1.00179e+025	5.65691e+023	5.11301e-010	0.000316737	1.98375e+011	5.94231e+007	1.60159e+010	9.77715e-007	1.76231e-012	6.60101e-019	0.349598	0.349598	0.0334725	0.915008	5.93073	0.00413879
5004.63	1268.5	1e+019	0	1.17363e-005	5.405e+025	4.10188e+025	3.39342e+025	7.0846e+024	3.01233e+024	1.00188e+025	5.66142e+023	5.10682e-010	0.000315839	1.98363e+011	5.94089e+007	1.60144e+010	9.77685e-007	1.7622e-012	6.6004e-019	0.349556	0.349556	0.0334674	0.914889	5.93074	0.00415064
5004.64	1268	1e+019	0	1.17363e-005	5.40501e+025	4.10189e+025	3.39544e+025	7.0645e+024	3.01143e+024	1.00197e+025	5.66593e+023	5.10063e-010	0.000314943	1.98351e+011	5.93948e+007	1.6013e+010	9.77655e-007	1.76209e-012	6.59979e-019	0.349513	0.349513	0.0334622	0.914769	5.93075	0.00416249
5004.65	1267.5	1e+019	0	1.17363e-005	5.40502e+025	4.1019e+025	3.39746e+025	7.04443e+024	3.01054e+024	1.00206e+025	5.67045e+023	5.09444e-010	0.000314048	1.98339e+011	5.93807e+007	1.60115e+010	9.77624e-007	1.76198e-012	6.59918e-019	0.349471	0.349471	0.0334571	0.91465	5.93076	0.00417434
5004.66	1267	1e+019	0	1.17363e-005	5.40503e+025	4.10191e+025	3.39947e+025	7.0244e+024	3.00964e+024	1.00216e+025	5.67497e+023	5.08826e-010	0.000313155	1.98327e+011	5.93666e+007	1.601e+010	9.77594e-007	1.76188e-012	6.59857e-019	0.349428	0.349428	0.033452	0.91453	5.93077	0.00418619
5004.67	1266.5	1e+019	0	1.17363e-005	5.40504e+025	4.10192e+025	3.40148e+025	7.0044e+024	3.00875e+024	1.00225e+025	5.67949e+023	5.08207e-010	0.000312263	1.98316e+011	5.93525e+007	1.60086e+010	9.77564e-007	1.76177e-012	6.59796e-019	0.349386	0.349386	0.033447	0.914411	5.93078	0.00419804
5004.68	1266	1e+019	0	1.17363e-005	5.40505e+025	4.10193e+025	3.40349e+025	6.98444e+024	3.00786e+024	1.00234e+025	5.68401e+023	5.07589e-010	0.000311373	1.98304e+011	5.93385e+007	1.60071e+010	9.77534e-007	1.76166e-012	6.59736e-019	0.349343	0.349343	0.0334419	0.914292	5.9308	0.00420989
5004.69	1265.5	1e+019	0	1.17363e-005	5.40507e+025	4.10194e+025	3.40549e+025	6.96451e+024	3.00697e+024	1.00243e+025	5.68855e+023	5.06971e-010	0.000310485	1.98292e+011	5.93244e+007	1.60057e+010	9.77504e-007	1.76155e-012	6.59675e-019	0.349301	0.349301	0.0334368	0.914174	5.93081	0.00422174
5004.7	1265	1e+019	0	1.17363e-005	5.40508e+025	4.10195e+025	3.40749e+025	6.94462e+024	3.00608e+024	1.00252e+025	5.69308e+023	5.06354e-010	0.000309598	1.9828e+011	5.93105e+007	1.60042e+010	9.77474e-007	1.76144e-012	6.59614e-019	0.349259	0.349259	0.0334318	0.914055	5.93082	0.00423359
5004.71	1264.5	1e+019	0	1.17363e-005	5.40509e+025	4.10196e+025	3.40949e+025	6.92476e+024	3.00519e+024	1.00261e+025	5.69762e+023	5.05736e-010	0.000308713	1.98268e+011	5.92965e+007	1.60028e+010	9.77445e-007	1.76134e-012	6.59554e-019	0.349217	0.349217	0.0334267	0.913937	5.93083	0.00424544
5004.72	1264	1e+019	0	1.17363e-005	5.4051e+025	4.10197e+025	3.41148e+025	6.90493e+024	3.00431e+024	1.0027e+025	5.70216e+023	5.05119e-010	0.000307829	1.98256e+011	5.92825e+007	1.60013e+010	9.77415e-007	1.76123e-012	6.59494e-019	0.349175	0.349175	0.0334217	0.913819	5.93084	0.00425729
5004.73	1263.5	1e+019	0	1.17363e-005	5.40511e+025	4.10198e+025	3.41347e+025	6.88515e+024	3.00342e+024	1.00279e+025	5.70671e+023	5.04502e-010	0.000306947	1.98245e+011	5.92686e+007	1.59999e+010	9.77385e-007	1.76112e-012	6.59434e-019	0.349133	0.349133	0.0334166	0.913701	5.93086	0.00426914
5004.74	1263	1e+019	0	1.17363e-005	5.40512e+025	4.10199e+025	3.41545e+025	6.86539e+024	3.00254e+024	1.00288e+025	5.71126e+023	5.03885e-010	0.000306066	1.98233e+011	5.92547e+007	1.59985e+010	9.77355e-007	1.76101e-012	6.59373e-019	0.349091	0.349091	0.0334116	0.913584	5.93087	0.00428099
5004.75	1262.5	1e+019	0	1.17363e-005	5.40513e+025	4.102e+025	3.41743e+025	6.84568e+024	3.00166e+024	1.00296e+025	5.71581e+023	5.03269e-010	0.000305187	1.98221e+011	5.92409e+007	1.5997e+010	9.77326e-007	1.76091e-012	6.59313e-019	0.349049	0.349049	0.0334066	0.913466	5.93088	0.00429284
5004.76	1262	1e+019	0	1.17363e-005	5.40514e+025	4.10201e+025	3.41941e+025	6.82599e+024	3.00078e+024	1.00305e+025	5.72037e+023	5.02652e-010	0.00030431	1.9821e+011	5.9227e+007	1.59956e+010	9.77296e-007	1.7608e-012	6.59254e-019	0.349008	0.349008	0.0334016	0.913349	5.93089	0.00430469
5004.77	1261.5	1e+019	0	1.17363e-005	5.40515e+025	4.10202e+025	3.42138e+025	6.80635e+024	2.99991e+024	1.00314e+025	5.72494e+023	5.02036e-010	0.000303434	1.98198e+011	5.92132e+007	1.59941e+010	9.77267e-007	1.76069e-012	6.59194e-019	0.348966	0.348966	0.0333966	0.913232	5.9309	0.00431655
5004.78	1261	1e+019	0	1.17363e-005	5.40516e+025	4.10203e+025	3.42335e+025	6.78673e+024	2.99903e+024	1.00323e+025	5.7295e+023	5.0142e-010	0.000302559	1.98186e+011	5.91994e+007	1.59927e+010	9.77237e-007	1.76059e-012	6.59134e-019	0.348924	0.348924	0.0333916	0.913115	5.93092	0.0043284
5004.79	1260.5	1e+019	0	1.17363e-005	5.40517e+025	4.10204e+025	3.42532e+025	6.76716e+024	2.99816e+024	1.00332e+025	5.73407e+023	5.00804e-010	0.000301687	1.98175e+011	5.91857e+007	1.59913e+010	9.77208e-007	1.76048e-012	6.59075e-019	0.348883	0.348883	0.0333866	0.912998	5.93093	0.00434025
5004.8	1260	1e+019	0	1.17363e-005	5.40518e+025	4.10205e+025	3.42729e+025	6.74762e+024	2.99729e+024	1.00341e+025	5.73865e+023	5.00189e-010	0.000300815	1.98163e+011	5.91719e+007	1.59899e+010	9.77178e-007	1.76038e-012	6.59015e-019	0.348841	0.348841	0.0333817	0.912882	5.93094	0.0043521
5004.81	1259.5	1e+019	0	1.17363e-005	5.40519e+025	4.10206e+025	3.42925e+025	6.72811e+024	2.99642e+024	1.0035e+025	5.74323e+023	4.99573e-010	0.000299946	1.98151e+011	5.91582e+007	1.59884e+010	9.77149e-007	1.76027e-012	6.58956e-019	0.3488	0.3488	0.0333767	0.912766	5.93095	0.00436395
5004.82	1259	1e+019	0	1.17363e-005	5.40521e+025	4.10207e+025	3.4312e+025	6.70864e+024	2.99555e+024	1.00358e+025	5.74781e+023	4.98958e-010	0.000299078	1.9814e+011	5.91446e+007	1.5987e+010	9.7712e-007	1.76016e-012	6.58896e-019	0.348759	0.348759	0.0333718	0.91265	5.93096	0.0043758
5004.83	1258.5	1e+019	0	1.17363e-005	5.40522e+025	4.10208e+025	3.43316e+025	6.6892e+024	2.99468e+024	1.00367e+025	5.7524e+023	4.98344e-010	0.000298211	1.98128e+011	5.91309e+007	1.59856e+010	9.7709e-007	1.76006e-012	6.58837e-019	0.348717	0.348717	0.0333668	0.912534	5.93097	0.00438765
5004.84	1258	1e+019	0	1.17363e-005	5.40523e+025	4.10209e+025	3.4351e+025	6.6698e+024	2.99382e+024	1.00376e+025	5.75699e+023	4.97729e-010	0.000297346	1.98117e+011	5.91173e+007	1.59842e+010	9.77061e-007	1.75995e-012	6.58778e-019	0.348676	0.348676	0.0333619	0.912418	5.93099	0.0043995
5004.85	1257.5	1e+019	0	1.17363e-005	5.40524e+025	4.10209e+025	3.43705e+025	6.65044e+024	2.99296e+024	1.00385e+025	5.76158e+023	4.97115e-010	0.000296483	1.98105e+011	5.91037e+007	1.59828e+010	9.77032e-007	1.75985e-012	6.58719e-019	0.348635	0.348635	0.033357	0.912303	5.931	0.00441135
