Time (h)	Temperature (K)	Fission rate (fiss/m3-s)	Hydrostatic stress (MPa)	Grain radius (m)	Gas produced (at/m3)	Gas in grains (at/m3)	Gas in intra-granular solution (at/m3)	Gas in intra-granular bubbles (at/m3)	Gas at grain boundaries (at/m3)	Gas released (at/m3)	Intra-granular bubble density (bubble/m3)	Intra-granular bubble radius (m)	Intra-granular gas swelling (/)	Inter-granular bubble concentration (bubble/m2)	Inter-granular atoms per bubble (at/bubble)	Inter-granular vacancies per bubble (vac/bubble)	Inter-granular bubble radius (m)	Inter-granular bubble area (m2)	Inter-granular bubble volume (m3)	Inter-granular fractional coverage (/)	Inter-granular saturation fractional coverage (/)	Inter-granular gas swelling (/)	Inter-granular fractional intactness (/)	Burnup (GWd/tUO2)	Effective burnup (GWd/tUO2)
5.96	1476.8	1e+019	0	5e-006	6.4368e+022	6.23337e+022	2.2871e+022	3.94627e+022	2.03427e+021	0	1.1715e+024	7.10399e-011	1.75929e-006	3.9965e+013	84.8353	73.5104	2.43664e-009	1.09456e-017	1.02176e-026	0.000437442	0.5	2.45007e-007	1	0.0070629	0.00404398
5.97	1477.6	1e+019	0	5e-006	6.4476e+022	6.24378e+022	2.28164e+022	3.96214e+022	2.03822e+021	0	1.17126e+024	7.11398e-011	1.76636e-006	3.9965e+013	85.0002	73.7506	2.43853e-009	1.09626e-017	1.02414e-026	0.000438121	0.5	2.45578e-007	1	0.00707475	0.00404398
5.98	1478.4	1e+019	0	5.00001e-006	6.4584e+022	6.25418e+022	2.27615e+022	3.97804e+022	2.04217e+021	0	1.17103e+024	7.12395e-011	1.77345e-006	3.99649e+013	85.1652	73.9913	2.44043e-009	1.09797e-017	1.02653e-026	0.000438801	0.5	2.4615e-007	1	0.0070866	0.00404398
5.99	1479.2	1e+019	0	5.00001e-006	6.4692e+022	6.26459e+022	2.27064e+022	3.99395e+022	2.04613e+021	0	1.17079e+024	7.13391e-011	1.78054e-006	3.99649e+013	85.3304	74.2325	2.44232e-009	1.09967e-017	1.02892e-026	0.000439482	0.5	2.46723e-007	1	0.00709845	0.00404398
6	1480	1e+019	0	5.00001e-006	6.48e+022	6.27499e+022	2.26512e+022	4.00987e+022	2.05009e+021	0	1.17056e+024	7.14386e-011	1.78764e-006	3.99648e+013	85.4957	74.4742	2.44421e-009	1.10138e-017	1.03131e-026	0.000440163	0.5	2.47297e-007	1	0.0071103	0.00404398
6.01	1480.8	1e+019	0	5.00001e-006	6.4908e+022	6.2854e+022	2.25957e+022	4.02582e+022	2.05405e+021	0	1.17032e+024	7.15379e-011	1.79475e-006	3.99647e+013	85.6611	74.7165	2.4461e-009	1.10308e-017	1.03371e-026	0.000440844	0.5	2.47871e-007	1	0.00712215	0.00404398
6.02	1481.6	1e+019	0	5.00001e-006	6.5016e+022	6.2958e+022	2.25401e+022	4.04178e+022	2.05802e+021	0	1.17009e+024	7.16371e-011	1.80187e-006	3.99647e+013	85.8266	74.9594	2.448e-009	1.10479e-017	1.03611e-026	0.000441525	0.5	2.48446e-007	1	0.007134	0.00404398
6.03	1482.4	1e+019	0	5.00002e-006	6.5124e+022	6.3062e+022	2.24844e+022	4.05776e+022	2.06198e+021	0	1.16986e+024	7.17362e-011	1.80899e-006	3.99646e+013	85.9923	75.2027	2.44989e-009	1.1065e-017	1.03851e-026	0.000442207	0.5	2.49022e-007	1	0.00714585	0.00404398
6.04	1483.2	1e+019	0	5.00002e-006	6.5232e+022	6.3166e+022	2.24284e+022	4.07376e+022	2.06596e+021	0	1.16962e+024	7.18351e-011	1.81612e-006	3.99646e+013	86.1581	75.4466	2.45178e-009	1.10821e-017	1.04092e-026	0.00044289	0.5	2.49599e-007	1	0.0071577	0.00404398
6.05	1484	1e+019	0	5.00002e-006	6.534e+022	6.32701e+022	2.23723e+022	4.08978e+022	2.06993e+021	0	1.16939e+024	7.19339e-011	1.82326e-006	3.99645e+013	86.324	75.6911	2.45367e-009	1.10992e-017	1.04333e-026	0.000443572	0.5	2.50176e-007	1	0.00716955	0.00404398
6.06	1484.8	1e+019	0	5.00002e-006	6.5448e+022	6.33741e+022	2.2316e+022	4.10581e+022	2.07391e+021	0	1.16916e+024	7.20325e-011	1.83041e-006	3.99645e+013	86.49	75.9361	2.45556e-009	1.11163e-017	1.04574e-026	0.000444255	0.5	2.50754e-007	1	0.0071814	0.00404398
6.07	1485.6	1e+019	0	5.00003e-006	6.5556e+022	6.34781e+022	2.22596e+022	4.12185e+022	2.07789e+021	0	1.16893e+024	7.2131e-011	1.83756e-006	3.99644e+013	86.6562	76.1817	2.45745e-009	1.11334e-017	1.04816e-026	0.000444939	0.5	2.51333e-007	1	0.00719325	0.00404398
6.08	1486.4	1e+019	0	5.00003e-006	6.5664e+022	6.35821e+022	2.2203e+022	4.13792e+022	2.08187e+021	0	1.1687e+024	7.22294e-011	1.84472e-006	3.99644e+013	86.8225	76.4278	2.45934e-009	1.11505e-017	1.05058e-026	0.000445623	0.5	2.51913e-007	1	0.0072051	0.00404398
6.09	1487.2	1e+019	0	5.00003e-006	6.5772e+022	6.36861e+022	2.21462e+022	4.15399e+022	2.08586e+021	0	1.16846e+024	7.23276e-011	1.85189e-006	3.99643e+013	86.9889	76.6744	2.46123e-009	1.11677e-017	1.053e-026	0.000446307	0.5	2.52494e-007	1	0.00721696	0.00404398
6.1	1488	1e+019	0	5.00004e-006	6.588e+022	6.37902e+022	2.20893e+022	4.17009e+022	2.08985e+021	0	1.16823e+024	7.24256e-011	1.85907e-006	3.99643e+013	87.1554	76.9216	2.46312e-009	1.11848e-017	1.05543e-026	0.000446992	0.5	2.53075e-007	1	0.00722881	0.00404398
6.11	1488.8	1e+019	0	5.00004e-006	6.5988e+022	6.38942e+022	2.20322e+022	4.1862e+022	2.09384e+021	0	1.168e+024	7.25236e-011	1.86625e-006	3.99642e+013	87.3221	77.1693	2.46501e-009	1.1202e-017	1.05786e-026	0.000447677	0.5	2.53657e-007	1	0.00724066	0.00404398
6.12	1489.6	1e+019	0	5.00004e-006	6.6096e+022	6.39982e+022	2.19749e+022	4.20232e+022	2.09783e+021	0	1.16777e+024	7.26214e-011	1.87344e-006	3.99641e+013	87.4889	77.4176	2.4669e-009	1.12191e-017	1.06029e-026	0.000448363	0.5	2.5424e-007	1	0.00725251	0.00404398
6.13	1490.4	1e+019	0	5.00004e-006	6.6204e+022	6.41022e+022	2.19175e+022	4.21846e+022	2.10183e+021	0	1.16754e+024	7.2719e-011	1.88063e-006	3.99641e+013	87.6558	77.6665	2.46878e-009	1.12363e-017	1.06273e-026	0.000449049	0.5	2.54824e-007	1	0.00726436	0.00404398
6.14	1491.2	1e+019	0	5.00005e-006	6.6312e+022	6.42062e+022	2.186e+022	4.23462e+022	2.10583e+021	0	1.16731e+024	7.28165e-011	1.88784e-006	3.9964e+013	87.8228	77.9158	2.47067e-009	1.12535e-017	1.06517e-026	0.000449735	0.5	2.55408e-007	1	0.00727621	0.00404398
6.15	1492	1e+019	0	5.00005e-006	6.642e+022	6.43102e+022	2.18023e+022	4.25079e+022	2.10984e+021	0	1.16708e+024	7.29138e-011	1.89504e-006	3.9964e+013	87.99	78.1658	2.47256e-009	1.12707e-017	1.06761e-026	0.000450422	0.5	2.55994e-007	1	0.00728806	0.00404398
6.16	1492.8	1e+019	0	5.00005e-006	6.6528e+022	6.44142e+022	2.17444e+022	4.26697e+022	2.11385e+021	0	1.16685e+024	7.30111e-011	1.90226e-006	3.99639e+013	88.1573	78.4163	2.47445e-009	1.12879e-017	1.07006e-026	0.000451109	0.5	2.5658e-007	1	0.00729991	0.00404398
6.17	1493.6	1e+019	0	5.00006e-006	6.6636e+022	6.45181e+022	2.16864e+022	4.28317e+022	2.11786e+021	0	1.16662e+024	7.31081e-011	1.90948e-006	3.99639e+013	88.3247	78.6673	2.47633e-009	1.13051e-017	1.07251e-026	0.000451797	0.5	2.57167e-007	1	0.00731176	0.00404398
6.18	1494.4	1e+019	0	5.00006e-006	6.6744e+022	6.46221e+022	2.16283e+022	4.29939e+022	2.12187e+021	0	1.16639e+024	7.3205e-011	1.91671e-006	3.99638e+013	88.4923	78.9189	2.47822e-009	1.13224e-017	1.07496e-026	0.000452485	0.5	2.57755e-007	1	0.00732361	0.00404398
6.19	1495.2	1e+019	0	5.00006e-006	6.6852e+022	6.47261e+022	2.157e+022	4.31561e+022	2.12589e+021	0	1.16616e+024	7.33018e-011	1.92394e-006	3.99638e+013	88.6599	79.1711	2.48011e-009	1.13396e-017	1.07742e-026	0.000453174	0.5	2.58343e-007	1	0.00733546	0.00404398
6.2	1496	1e+019	0	5.00007e-006	6.696e+022	6.48301e+022	2.15116e+022	4.33185e+022	2.1299e+021	0	1.16593e+024	7.33985e-011	1.93118e-006	3.99637e+013	88.8278	79.4238	2.48199e-009	1.13569e-017	1.07988e-026	0.000453863	0.5	2.58932e-007	1	0.00734731	0.00404398
6.21	1496.8	1e+019	0	5.00007e-006	6.7068e+022	6.49341e+022	2.1453e+022	4.34811e+022	2.13393e+021	0	1.16571e+024	7.34949e-011	1.93843e-006	3.99636e+013	88.9957	79.6771	2.48388e-009	1.13741e-017	1.08234e-026	0.000454552	0.5	2.59523e-007	1	0.00735916	0.00404398
6.22	1497.6	1e+019	0	5.00007e-006	6.7176e+022	6.5038e+022	2.13943e+022	4.36438e+022	2.13795e+021	0	1.16548e+024	7.35913e-011	1.94568e-006	3.99636e+013	89.1637	79.9309	2.48576e-009	1.13914e-017	1.08481e-026	0.000455242	0.5	2.60113e-007	1	0.00737101	0.00404398
6.23	1498.4	1e+019	0	5.00008e-006	6.7284e+022	6.5142e+022	2.13354e+022	4.38066e+022	2.14198e+021	0	1.16525e+024	7.36875e-011	1.95294e-006	3.99635e+013	89.3319	80.1853	2.48765e-009	1.14087e-017	1.08728e-026	0.000455932	0.5	2.60705e-007	1	0.00738286	0.00404398
6.24	1499.2	1e+019	0	5.00008e-006	6.7392e+022	6.5246e+022	2.12765e+022	4.39695e+022	2.14601e+021	0	1.16502e+024	7.37835e-011	1.9602e-006	3.99635e+013	89.5002	80.4403	2.48953e-009	1.1426e-017	1.08975e-026	0.000456622	0.5	2.61298e-007	1	0.00739471	0.00404398
6.25	1500	1e+019	0	5.00008e-006	6.75e+022	6.535e+022	2.12174e+022	4.41326e+022	2.15005e+021	0	1.1648e+024	7.38794e-011	1.96747e-006	3.99634e+013	89.6687	80.6958	2.49142e-009	1.14433e-017	1.09223e-026	0.000457313	0.5	2.61891e-007	1	0.00740656	0.00404398
6.26	1500.8	1e+019	0	5.00009e-006	6.7608e+022	6.54539e+022	2.11582e+022	4.42958e+022	2.15408e+021	0	1.16457e+024	7.39752e-011	1.97475e-006	3.99634e+013	89.8373	80.9519	2.4933e-009	1.14606e-017	1.09471e-026	0.000458005	0.5	2.62485e-007	1	0.00741841	0.00404398
6.27	1501.6	1e+019	0	5.00009e-006	6.7716e+022	6.55579e+022	2.10988e+022	4.44591e+022	2.15812e+021	0	1.16434e+024	7.40708e-011	1.98203e-006	3.99633e+013	90.006	81.2085	2.49519e-009	1.14779e-017	1.09719e-026	0.000458697	0.5	2.6308e-007	1	0.00743026	0.00404398
6.28	1502.4	1e+019	0	5.0001e-006	6.7824e+022	6.56618e+022	2.10393e+022	4.46225e+022	2.16217e+021	0	1.16412e+024	7.41662e-011	1.98932e-006	3.99633e+013	90.1748	81.4657	2.49707e-009	1.14953e-017	1.09968e-026	0.000459389	0.5	2.63676e-007	1	0.00744211	0.00404398
6.29	1503.2	1e+019	0	5.0001e-006	6.7932e+022	6.57658e+022	2.09797e+022	4.47861e+022	2.16621e+021	0	1.16389e+024	7.42615e-011	1.99661e-006	3.99632e+013	90.3437	81.7235	2.49895e-009	1.15126e-017	1.10217e-026	0.000460082	0.5	2.64272e-007	1	0.00745397	0.00404398
6.3	1504	1e+019	0	5.0001e-006	6.804e+022	6.58697e+022	2.092e+022	4.49497e+022	2.17026e+021	0	1.16367e+024	7.43567e-011	2.0039e-006	3.99631e+013	90.5128	81.9819	2.50084e-009	1.153e-017	1.10466e-026	0.000460775	0.5	2.6487e-007	1	0.00746582	0.00404398
6.31	1504.8	1e+019	0	5.00011e-006	6.8148e+022	6.59737e+022	2.08602e+022	4.51135e+022	2.17432e+021	0	1.16344e+024	7.44517e-011	2.01121e-006	3.99631e+013	90.682	82.2408	2.50272e-009	1.15474e-017	1.10716e-026	0.000461468	0.5	2.65468e-007	1	0.00747767	0.00404398
6.32	1505.6	1e+019	0	5.00011e-006	6.8256e+022	6.60776e+022	2.08002e+022	4.52774e+022	2.17837e+021	0	1.16322e+024	7.45465e-011	2.01851e-006	3.9963e+013	90.8514	82.5002	2.5046e-009	1.15647e-017	1.10966e-026	0.000462162	0.5	2.66067e-007	1	0.00748952	0.00404398
6.33	1506.4	1e+019	0	5.00012e-006	6.8364e+022	6.61816e+022	2.07402e+022	4.54414e+022	2.18243e+021	0	1.16299e+024	7.46413e-011	2.02582e-006	3.9963e+013	91.0208	82.7603	2.50649e-009	1.15821e-017	1.11217e-026	0.000462857	0.5	2.66667e-007	1	0.00750137	0.00404398
6.34	1507.2	1e+019	0	5.00012e-006	6.8472e+022	6.62855e+022	2.068e+022	4.56055e+022	2.18649e+021	0	1.16277e+024	7.47358e-011	2.03314e-006	3.99629e+013	91.1904	83.0209	2.50837e-009	1.15995e-017	1.11467e-026	0.000463551	0.5	2.67267e-007	1	0.00751322	0.00404398
6.35	1508	1e+019	0	5.00012e-006	6.858e+022	6.63894e+022	2.06197e+022	4.57697e+022	2.19056e+021	0	1.16254e+024	7.48302e-011	2.04046e-006	3.99629e+013	91.3602	83.2821	2.51025e-009	1.16169e-017	1.11719e-026	0.000464247	0.5	2.67869e-007	1	0.00752507	0.00404398
6.36	1508.8	1e+019	0	5.00013e-006	6.8688e+022	6.64934e+022	2.05593e+022	4.59341e+022	2.19462e+021	0	1.16232e+024	7.49245e-011	2.04779e-006	3.99628e+013	91.53	83.5439	2.51213e-009	1.16344e-017	1.1197e-026	0.000464942	0.5	2.68471e-007	1	0.00753692	0.00404398
6.37	1509.6	1e+019	0	5.00013e-006	6.8796e+022	6.65973e+022	2.04988e+022	4.60985e+022	2.19869e+021	0	1.16209e+024	7.50186e-011	2.05512e-006	3.99628e+013	91.7	83.8062	2.51401e-009	1.16518e-017	1.12222e-026	0.000465638	0.5	2.69074e-007	1	0.00754877	0.00404398
6.38	1510.4	1e+019	0	5.00014e-006	6.8904e+022	6.67012e+022	2.04382e+022	4.6263e+022	2.20277e+021	0	1.16187e+024	7.51125e-011	2.06245e-006	3.99627e+013	91.8701	84.0691	2.5159e-009	1.16692e-017	1.12474e-026	0.000466335	0.5	2.69678e-007	1	0.00756062	0.00404398
6.39	1511.2	1e+019	0	5.00014e-006	6.9012e+022	6.68052e+022	2.03775e+022	4.64277e+022	2.20684e+021	0	1.16165e+024	7.52063e-011	2.06979e-006	3.99626e+013	92.0403	84.3326	2.51778e-009	1.16867e-017	1.12726e-026	0.000467032	0.5	2.70283e-007	1	0.00757247	0.00404398
6.4	1512	1e+019	0	5.00015e-006	6.912e+022	6.69091e+022	2.03167e+022	4.65924e+022	2.21092e+021	0	1.16143e+024	7.53e-011	2.07713e-006	3.99626e+013	92.2107	84.5966	2.51966e-009	1.17042e-017	1.12979e-026	0.000467729	0.5	2.70888e-007	1	0.00758432	0.00404398
6.41	1512.8	1e+019	0	5.00015e-006	6.9228e+022	6.7013e+022	2.02558e+022	4.67572e+022	2.21501e+021	0	1.1612e+024	7.53935e-011	2.08448e-006	3.99625e+013	92.3812	84.8613	2.52154e-009	1.17216e-017	1.13232e-026	0.000468427	0.5	2.71495e-007	1	0.00759617	0.00404398
6.42	1513.6	1e+019	0	5.00016e-006	6.9336e+022	6.71169e+022	2.01948e+022	4.69221e+022	2.21909e+021	0	1.16098e+024	7.54868e-011	2.09183e-006	3.99625e+013	92.5518	85.1265	2.52342e-009	1.17391e-017	1.13486e-026	0.000469125	0.5	2.72102e-007	1	0.00760802	0.00404398
6.43	1514.4	1e+019	0	5.00016e-006	6.9444e+022	6.72208e+022	2.01337e+022	4.70871e+022	2.22318e+021	0	1.16076e+024	7.558e-011	2.09919e-006	3.99624e+013	92.7226	85.3923	2.5253e-009	1.17566e-017	1.1374e-026	0.000469824	0.5	2.7271e-007	1	0.00761987	0.00404398
6.44	1515.2	1e+019	0	5.00017e-006	6.9552e+022	6.73247e+022	2.00725e+022	4.72522e+022	2.22727e+021	0	1.16054e+024	7.5673e-011	2.10655e-006	3.99624e+013	92.8935	85.6586	2.52718e-009	1.17741e-017	1.13994e-026	0.000470523	0.5	2.73319e-007	1	0.00763172	0.00404398
6.45	1516	1e+019	0	5.00017e-006	6.966e+022	6.74286e+022	2.00113e+022	4.74174e+022	2.23137e+021	0	1.16032e+024	7.57659e-011	2.11391e-006	3.99623e+013	93.0645	85.9256	2.52906e-009	1.17917e-017	1.14248e-026	0.000471222	0.5	2.73928e-007	1	0.00764357	0.00404398
6.46	1516.8	1e+019	0	5.00018e-006	6.9768e+022	6.75325e+022	1.99499e+022	4.75826e+022	2.23547e+021	0	1.1601e+024	7.58586e-011	2.12128e-006	3.99623e+013	93.2356	86.1931	2.53094e-009	1.18092e-017	1.14503e-026	0.000471922	0.5	2.74539e-007	1	0.00765542	0.00404398
6.47	1517.6	1e+019	0	5.00018e-006	6.9876e+022	6.76364e+022	1.98885e+022	4.7748e+022	2.23957e+021	0	1.15988e+024	7.59512e-011	2.12865e-006	3.99622e+013	93.4069	86.4612	2.53282e-009	1.18267e-017	1.14759e-026	0.000472623	0.5	2.7515e-007	1	0.00766727	0.00404398
6.48	1518.4	1e+019	0	5.00019e-006	6.9984e+022	6.77403e+022	1.98269e+022	4.79134e+022	2.24367e+021	0	1.15966e+024	7.60436e-011	2.13603e-006	3.99621e+013	93.5783	86.7299	2.5347e-009	1.18443e-017	1.15014e-026	0.000473324	0.5	2.75762e-007	1	0.00767912	0.00404398
6.49	1519.2	1e+019	0	5.0002e-006	7.0092e+022	6.78442e+022	1.97653e+022	4.80789e+022	2.24778e+021	0	1.15944e+024	7.61359e-011	2.1434e-006	3.99621e+013	93.7499	86.9992	2.53657e-009	1.18619e-017	1.1527e-026	0.000474025	0.5	2.76375e-007	1	0.00769098	0.00404398
6.5	1520	1e+019	0	5.0002e-006	7.02e+022	6.79481e+022	1.97036e+022	4.82445e+022	2.25189e+021	0	1.15922e+024	7.6228e-011	2.15079e-006	3.9962e+013	93.9215	87.269	2.53845e-009	1.18794e-017	1.15526e-026	0.000474726	0.5	2.76989e-007	1	0.00770283	0.00404398
6.51	1520.8	1e+019	0	5.00021e-006	7.0308e+022	6.8052e+022	1.96419e+022	4.84101e+022	2.256e+021	0	1.159e+024	7.63199e-011	2.15817e-006	3.9962e+013	94.0933	87.5395	2.54033e-009	1.1897e-017	1.15783e-026	0.000475429	0.5	2.77604e-007	1	0.00771468	0.00404398
6.52	1521.6	1e+019	0	5.00021e-006	7.0416e+022	6.81559e+022	1.95801e+022	4.85758e+022	2.26012e+021	0	1.15878e+024	7.64117e-011	2.16556e-006	3.99619e+013	94.2652	87.8105	2.54221e-009	1.19146e-017	1.1604e-026	0.000476131	0.5	2.78219e-007	1	0.00772653	0.00404398
6.53	1522.4	1e+019	0	5.00022e-006	7.0524e+022	6.82598e+022	1.95181e+022	4.87416e+022	2.26424e+021	0	1.15856e+024	7.65034e-011	2.17295e-006	3.99619e+013	94.4373	88.0821	2.54409e-009	1.19322e-017	1.16297e-026	0.000476834	0.5	2.78835e-007	1	0.00773838	0.00404398
6.54	1523.2	1e+019	0	5.00022e-006	7.0632e+022	6.83636e+022	1.94562e+022	4.89075e+022	2.26836e+021	0	1.15834e+024	7.65949e-011	2.18034e-006	3.99618e+013	94.6095	88.3543	2.54596e-009	1.19498e-017	1.16555e-026	0.000477538	0.5	2.79452e-007	1	0.00775023	0.00404398
6.55	1524	1e+019	0	5.00023e-006	7.074e+022	6.84675e+022	1.93941e+022	4.90734e+022	2.27249e+021	0	1.15813e+024	7.66862e-011	2.18774e-006	3.99618e+013	94.7818	88.6271	2.54784e-009	1.19675e-017	1.16813e-026	0.000478241	0.5	2.8007e-007	1	0.00776208	0.00404398
6.56	1524.8	1e+019	0	5.00024e-006	7.0848e+022	6.85714e+022	1.9332e+022	4.92394e+022	2.27661e+021	0	1.15791e+024	7.67774e-011	2.19514e-006	3.99617e+013	94.9542	88.9005	2.54972e-009	1.19851e-017	1.17071e-026	0.000478946	0.5	2.80689e-007	1	0.00777393	0.00404398
6.57	1525.6	1e+019	0	5.00024e-006	7.0956e+022	6.86753e+022	1.92698e+022	4.94054e+022	2.28075e+021	0	1.15769e+024	7.68684e-011	2.20254e-006	3.99616e+013	95.1268	89.1745	2.5516e-009	1.20028e-017	1.1733e-026	0.000479651	0.5	2.81309e-007	1	0.00778578	0.00404398
6.58	1526.4	1e+019	0	5.00025e-006	7.1064e+022	6.87791e+022	1.92076e+022	4.95715e+022	2.28488e+021	0	1.15748e+024	7.69592e-011	2.20995e-006	3.99616e+013	95.2995	89.4491	2.55347e-009	1.20204e-017	1.17589e-026	0.000480356	0.5	2.81929e-007	1	0.00779763	0.00404398
6.59	1527.2	1e+019	0	5.00026e-006	7.1172e+022	6.8883e+022	1.91453e+022	4.97377e+022	2.28902e+021	0	1.15726e+024	7.70499e-011	2.21736e-006	3.99615e+013	95.4724	89.7242	2.55535e-009	1.20381e-017	1.17849e-026	0.000481061	0.5	2.8255e-007	1	0.00780948	0.00404398
6.6	1528	1e+019	0	5.00026e-006	7.128e+022	6.89868e+022	1.90829e+022	4.99039e+022	2.29316e+021	0	1.15704e+024	7.71404e-011	2.22477e-006	3.99615e+013	95.6453	90	2.55723e-009	1.20558e-017	1.18109e-026	0.000481768	0.5	2.83173e-007	1	0.00782133	0.00404398
6.61	1528.8	1e+019	0	5.00027e-006	7.1388e+022	6.90907e+022	1.90205e+022	5.00702e+022	2.2973e+021	0	1.15683e+024	7.72308e-011	2.23218e-006	3.99614e+013	95.8184	90.2764	2.5591e-009	1.20735e-017	1.18369e-026	0.000482474	0.5	2.83795e-007	1	0.00783318	0.00404398
6.62	1529.6	1e+019	0	5.00028e-006	7.1496e+022	6.91946e+022	1.8958e+022	5.02365e+022	2.30145e+021	0	1.15661e+024	7.7321e-011	2.23959e-006	3.99614e+013	95.9916	90.5533	2.56098e-009	1.20912e-017	1.18629e-026	0.000483181	0.5	2.84419e-007	1	0.00784503	0.00404398
6.63	1530.4	1e+019	0	5.00028e-006	7.1604e+022	6.92984e+022	1.88955e+022	5.04029e+022	2.3056e+021	0	1.1564e+024	7.74111e-011	2.24701e-006	3.99613e+013	96.165	90.8309	2.56285e-009	1.21089e-017	1.1889e-026	0.000483888	0.5	2.85044e-007	1	0.00785688	0.00404398
6.64	1531.2	1e+019	0	5.00029e-006	7.1712e+022	6.94022e+022	1.8833e+022	5.05693e+022	2.30975e+021	0	1.15618e+024	7.7501e-011	2.25443e-006	3.99612e+013	96.3385	91.109	2.56473e-009	1.21267e-017	1.19151e-026	0.000484596	0.5	2.85669e-007	1	0.00786873	0.00404398
6.65	1532	1e+019	0	5.0003e-006	7.182e+022	6.95061e+022	1.87703e+022	5.07358e+022	2.31391e+021	0	1.15597e+024	7.75907e-011	2.26185e-006	3.99612e+013	96.5121	91.3877	2.56661e-009	1.21444e-017	1.19413e-026	0.000485305	0.5	2.86296e-007	1	0.00788058	0.00404398
6.66	1532.8	1e+019	0	5.00031e-006	7.1928e+022	6.96099e+022	1.87077e+022	5.09023e+022	2.31807e+021	0	1.15575e+024	7.76803e-011	2.26927e-006	3.99611e+013	96.6859	91.6671	2.56848e-009	1.21622e-017	1.19675e-026	0.000486013	0.5	2.86923e-007	1	0.00789243	0.00404398
6.67	1533.6	1e+019	0	5.00031e-006	7.2036e+022	6.97138e+022	1.8645e+022	5.10688e+022	2.32223e+021	0	1.15554e+024	7.77697e-011	2.2767e-006	3.99611e+013	96.8597	91.947	2.57036e-009	1.21799e-017	1.19937e-026	0.000486723	0.5	2.87551e-007	1	0.00790428	0.00404398
6.68	1534.4	1e+019	0	5.00032e-006	7.2144e+022	6.98176e+022	1.85822e+022	5.12354e+022	2.32639e+021	0	1.15533e+024	7.7859e-011	2.28413e-006	3.9961e+013	97.0338	92.2276	2.57223e-009	1.21977e-017	1.202e-026	0.000487432	0.5	2.8818e-007	1	0.00791613	0.00404398
6.69	1535.2	1e+019	0	5.00033e-006	7.2252e+022	6.99214e+022	1.85194e+022	5.1402e+022	2.33056e+021	0	1.15511e+024	7.79481e-011	2.29155e-006	3.9961e+013	97.2079	92.5087	2.57411e-009	1.22155e-017	1.20463e-026	0.000488142	0.5	2.8881e-007	1	0.00792799	0.00404398
6.7	1536	1e+019	0	5.00034e-006	7.236e+022	7.00253e+022	1.84566e+022	5.15687e+022	2.33473e+021	0	1.1549e+024	7.80371e-011	2.29898e-006	3.99609e+013	97.3822	92.7905	2.57598e-009	1.22333e-017	1.20726e-026	0.000488853	0.5	2.8944e-007	1	0.00793984	0.00404398
6.71	1536.8	1e+019	0	5.00034e-006	7.2468e+022	7.01291e+022	1.83937e+022	5.17354e+022	2.33891e+021	0	1.15469e+024	7.81258e-011	2.30641e-006	3.99608e+013	97.5566	93.0728	2.57785e-009	1.22511e-017	1.2099e-026	0.000489564	0.5	2.90071e-007	1	0.00795169	0.00404398
6.72	1537.6	1e+019	0	5.00035e-006	7.2576e+022	7.02329e+022	1.83308e+022	5.19021e+022	2.34309e+021	0	1.15448e+024	7.82145e-011	2.31385e-006	3.99608e+013	97.7311	93.3558	2.57973e-009	1.22689e-017	1.21254e-026	0.000490275	0.5	2.90704e-007	1	0.00796354	0.00404398
6.73	1538.4	1e+019	0	5.00036e-006	7.2684e+022	7.03367e+022	1.82679e+022	5.20688e+022	2.34727e+021	0	1.15426e+024	7.83029e-011	2.32128e-006	3.99607e+013	97.9058	93.6393	2.5816e-009	1.22867e-017	1.21518e-026	0.000490987	0.5	2.91337e-007	1	0.00797539	0.00404398
6.74	1539.2	1e+019	0	5.00037e-006	7.2792e+022	7.04405e+022	1.82049e+022	5.22356e+022	2.35145e+021	0	1.15405e+024	7.83912e-011	2.32872e-006	3.99607e+013	98.0806	93.9235	2.58348e-009	1.23046e-017	1.21783e-026	0.000491699	0.5	2.91971e-007	1	0.00798724	0.00404398
6.75	1540	1e+019	0	5.00038e-006	7.29e+022	7.05444e+022	1.8142e+022	5.24024e+022	2.35564e+021	0	1.15384e+024	7.84793e-011	2.33615e-006	3.99606e+013	98.2555	94.2083	2.58535e-009	1.23224e-017	1.22048e-026	0.000492412	0.5	2.92606e-007	1	0.00799909	0.00404398
6.76	1540.8	1e+019	0	5.00039e-006	7.3008e+022	7.06482e+022	1.80789e+022	5.25692e+022	2.35983e+021	0	1.15363e+024	7.85673e-011	2.34359e-006	3.99606e+013	98.4306	94.4936	2.58722e-009	1.23403e-017	1.22314e-026	0.000493125	0.5	2.93241e-007	1	0.00801094	0.00404398
6.77	1541.6	1e+019	0	5.00039e-006	7.3116e+022	7.0752e+022	1.80159e+022	5.27361e+022	2.36402e+021	0	1.15342e+024	7.86551e-011	2.35103e-006	3.99605e+013	98.6058	94.7796	2.5891e-009	1.23582e-017	1.2258e-026	0.000493839	0.5	2.93878e-007	1	0.00802279	0.00404398
6.78	1542.4	1e+019	0	5.0004e-006	7.3224e+022	7.08558e+022	1.79528e+022	5.29029e+022	2.36821e+021	0	1.15321e+024	7.87428e-011	2.35847e-006	3.99604e+013	98.7811	95.0662	2.59097e-009	1.23761e-017	1.22846e-026	0.000494553	0.5	2.94515e-007	1	0.00803464	0.00404398
